年份,年龄组,年龄带,性别,人数,人数_万人,情景,真实或假设,来源或假设
2047,35-39,劳动年龄15-64,女,215110.0,21.511,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,40-44,劳动年龄15-64,女,219703.5,21.9703,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,45-49,劳动年龄15-64,女,239125.4,23.9125,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,5-9,少儿0-14,女,97626.9,9.7627,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,50-54,劳动年龄15-64,女,275969.8,27.597,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,55-59,劳动年龄15-64,女,295160.7,29.5161,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,60-64,劳动年龄15-64,女,311449.7,31.145,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,65-69,退休65+,女,316214.0,31.6214,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,70-74,退休65+,女,318367.3,31.8367,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,75-79,退休65+,女,306167.8,30.6168,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,80-84,退休65+,女,294244.7,29.4245,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,85+,退休65+,女,487133.1,48.7133,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,0-4,少儿0-14,男,102871.7,10.2872,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,10-14,少儿0-14,男,102376.1,10.2376,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,15-19,劳动年龄15-64,男,113058.0,11.3058,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,20-24,劳动年龄15-64,男,121265.2,12.1265,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,25-29,劳动年龄15-64,男,166441.4,16.6441,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,30-34,劳动年龄15-64,男,207631.5,20.7631,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,35-39,劳动年龄15-64,男,219153.6,21.9154,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,40-44,劳动年龄15-64,男,216814.1,21.6814,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,45-49,劳动年龄15-64,男,240831.4,24.0831,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,5-9,少儿0-14,男,102418.9,10.2419,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,50-54,劳动年龄15-64,男,273971.4,27.3971,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,55-59,劳动年龄15-64,男,280556.5,28.0556,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,60-64,劳动年龄15-64,男,273458.8,27.3459,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,65-69,退休65+,男,254371.7,25.4372,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,70-74,退休65+,男,241222.5,24.1223,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,75-79,退休65+,男,218008.8,21.8009,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,80-84,退休65+,男,204570.3,20.457,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2047,85+,退休65+,男,324660.5,32.4661,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,0-4,少儿0-14,女,97379.6,9.738,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,10-14,少儿0-14,女,98446.6,9.8447,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,15-19,劳动年龄15-64,女,108958.7,10.8959,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,20-24,劳动年龄15-64,女,119864.2,11.9864,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,25-29,劳动年龄15-64,女,154198.1,15.4198,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,30-34,劳动年龄15-64,女,198227.6,19.8228,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,35-39,劳动年龄15-64,女,217180.1,21.718,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,40-44,劳动年龄15-64,女,221195.7,22.1196,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,45-49,劳动年龄15-64,女,236418.7,23.6419,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,5-9,少儿0-14,女,98419.8,9.842,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,50-54,劳动年龄15-64,女,269301.0,26.9301,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,55-59,劳动年龄15-64,女,293591.4,29.3591,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,60-64,劳动年龄15-64,女,308913.3,30.8913,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,65-69,退休65+,女,315187.7,31.5188,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2048,70-74,退休65+,女,316693.5,31.6694,高,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
