年份,性别,年龄组,死亡率_每千人,年化改善率,数据类型,真实或假设,来源或假设
2053,男,5-9,0.0694,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,50-54,2.3822,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,55-59,3.5733,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,60-64,5.1366,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,65-69,8.2633,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,70-74,12.8788,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,75-79,19.8021,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,80-84,43.8274,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2053,男,85+,83.1091,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,0-4,0.1404,0.025,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,10-14,0.0686,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,15-19,0.0686,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,20-24,0.1371,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,25-29,0.1371,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,30-34,0.2057,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,35-39,0.2743,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,40-44,0.3428,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,45-49,0.7095,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,5-9,0.0686,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,50-54,1.1352,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,55-59,1.7028,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,60-64,2.8614,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,65-69,3.9742,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,70-74,6.6766,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,75-79,10.8892,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,80-84,23.368,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,女,85+,66.3004,0.006816,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,0-4,0.4114,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,10-14,0.0686,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,15-19,0.1371,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,20-24,0.2057,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,25-29,0.2743,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,30-34,0.4114,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,35-39,0.48,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,40-44,0.8228,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,45-49,1.419,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,5-9,0.0686,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,50-54,2.3581,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,55-59,3.5371,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,60-64,5.0846,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,65-69,8.1796,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,70-74,12.7484,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,75-79,19.6016,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,80-84,43.596,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2054,男,85+,82.6703,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,0-4,0.1369,0.025,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,10-14,0.0677,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,15-19,0.0677,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,20-24,0.1354,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,25-29,0.1354,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,30-34,0.2031,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,35-39,0.2708,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,40-44,0.3385,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,45-49,0.7014,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,5-9,0.0677,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,50-54,1.1223,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,55-59,1.6834,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,60-64,2.8396,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,65-69,3.9438,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,70-74,6.6257,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,75-79,10.8061,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,80-84,23.1898,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,女,85+,65.8484,0.006816,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,男,0-4,0.4063,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,男,10-14,0.0677,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,男,15-19,0.1354,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,男,20-24,0.2031,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,男,25-29,0.2708,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,男,30-34,0.4063,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,男,35-39,0.474,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,男,40-44,0.8125,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,男,45-49,1.4028,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2055,男,5-9,0.0677,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
